bien.type,bien.superficie_totale,bien.superficie_habitable,bien.nombre_pieces,bien.nombre_chambres,bien.nombre_salles_bain,bien.etat_general,localisation.gouvernorat,localisation.delegation,localisation.ville,localisation.coordonnees.latitude,localisation.coordonnees.longitude,equipements.climatisation,equipements.chauffage,equipements.ascenseur,equipements.garage,equipements.cave,equipements.terrasse,equipements.balcon,equipements.jardin,equipements.piscine,equipements.cuisine_equipee,equipements.double_vitrage,equipements.interphone,equipements.videophone,equipements.alarme,equipements.gardiennage,equipements.dressing,equipements.cuisine_americaine,equipements.concierge,equipements.salle_de_sport,is_vente,label_conflict,prix_per_m2_log,log_superficie,log_nombre_pieces,nb_equipements,jours_depuis_publication,has_coordinates,coastal_premium,size_category
Appartement,65.0,,2.0,1.0,1.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.243193132518907,4.189654742026425,1.0986122886681098,3,0.0,1,1,0
Maison,370.0,,4.0,3.0,2.0,Bon État / Habitable,Sousse,Autres,Hergla,35.82556,10.64111,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,0,False,1.6201907042103623,5.916202062607435,1.6094379124341003,6,0.0,1,1,4
Local_Commercial,60.0,,0.0,0.0,0.0,Bon État / Habitable,Ariana,Autres,Autres,36.8624,10.19556,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,3.258096538021482,4.110873864173311,0.0,1,0.0,1,0,0
Villa,400.0,,6.0,5.0,2.0,Bon État / Habitable,Ariana,Autres,Soukra,36.8624,10.19556,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,2.277267285009756,5.993961427306569,1.9459101490553132,3,0.0,1,0,4
Villa,250.0,,4.0,3.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0,False,2.1972245773362196,5.5254529391317835,1.6094379124341003,5,0.0,1,1,4
Villa,250.0,,5.0,4.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammemet Sud,36.45,10.73333,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,2.1972245773362196,5.5254529391317835,1.791759469228055,4,0.0,1,1,4
Bureau,78.0,,0.0,2.0,0.0,Bon État / Habitable,Ariana,Autres,Soukra,36.8624,10.19556,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.975006143036874,4.3694478524670215,0.0,2,0.0,1,0,0
Villa,250.0,,5.0,4.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0,False,2.2823823856765264,5.5254529391317835,1.791759469228055,5,0.0,1,1,4
Villa,225.0,,5.0,4.0,2.0,Bon État / Habitable,Ariana,Autres,Soukra,36.8624,10.19556,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0,False,3.2364974262180204,5.420534999272286,1.791759469228055,4,0.0,1,0,3
Appartement,250.0,,5.0,4.0,1.0,Bon État / Habitable,Tunis,Autres,Jardins De Carthage,36.80278,10.17972,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.533696813957432,5.5254529391317835,1.791759469228055,3,0.0,1,1,4
Appartement,100.0,,3.0,1.0,0.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.5649493574615367,4.61512051684126,1.3862943611198906,3,0.0,1,1,1
Local_Commercial,497.5369,,6.0,5.0,0.0,Bon État / Habitable,Ben Arous,Autres,Autres,36.75333,10.2222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.3978952727983707,6.211677608728594,1.9459101490553132,0,0.0,1,1,4
Villa,420.0,,7.0,2.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,0,False,2.557596383156278,6.042632833682381,2.0794415416798357,7,0.0,1,1,4
Duplex,200.0,,5.0,4.0,2.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,3.4339872044851463,5.303304908059076,1.791759469228055,4,0.0,1,1,3
Villa,400.0,,5.0,4.0,1.0,Bon État / Habitable,Nabeul,Autres,Autres,36.45,10.73333,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0,False,2.0794415416798357,5.993961427306569,1.791759469228055,5,0.0,1,1,4
Villa,300.0,,5.0,0.0,4.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,0,False,3.044522437723423,5.707110264748875,1.791759469228055,6,0.0,1,1,4
Villa,350.0,,5.0,6.0,2.0,Bon État / Habitable,Nabeul,Autres,Autres,36.45,10.73333,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,0,False,2.2587824703356527,5.860786223465865,1.791759469228055,5,0.0,1,1,4
Villa,250.0,,4.0,3.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,0,False,2.3978952727983707,5.5254529391317835,1.6094379124341003,5,0.0,1,1,4
Villa,200.0,,4.0,3.0,0.0,Bon État / Habitable,Nabeul,Autres,Autres,36.45,10.73333,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,0,False,2.8622008809294686,5.303304908059076,1.6094379124341003,6,0.0,1,1,3
Appartement,50.0,,2.0,1.0,0.0,Bon État / Habitable,Ariana,Autres,Autres,36.8624,10.19556,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,False,2.8903717578961645,3.9318256327243257,1.0986122886681098,4,0.0,1,0,0
Villa,180.0,,3.0,2.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,2.2335922215070942,5.198497031265826,1.3862943611198906,4,0.0,1,1,3
Appartement,80.0,,2.0,1.0,1.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,0,False,2.691243082785829,4.394449154672439,1.0986122886681098,9,0.0,1,1,0
Villa,250.0,,4.0,3.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammemet Sud,36.45,10.73333,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,2.3978952727983707,5.5254529391317835,1.6094379124341003,4,0.0,1,1,4
Bureau,143.0,,0.0,0.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.3418976393808637,4.969813299576001,0.0,4,0.0,1,1,2
Appartement,100.0,,3.0,2.0,0.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.5649493574615367,4.61512051684126,1.3862943611198906,3,0.0,1,1,1
Appartement,160.0,,4.0,3.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.917770732084279,5.081404364984463,1.6094379124341003,0,0.0,1,1,3
Bureau,122.0,,0.0,0.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.242208056342121,4.812184355372417,0.0,0,0.0,1,1,2
Appartement,90.0,,3.0,2.0,0.0,Bon État / Habitable,Ariana,Autres,Autres,36.8624,10.19556,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.662587827025453,4.51085950651685,1.3862943611198906,1,0.0,1,0,1
Villa,300.0,,5.0,4.0,2.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0,False,2.8716796248840124,5.707110264748875,1.791759469228055,4,0.0,1,1,4
Villa,270.0,,5.0,3.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,0,False,2.6364083214436818,5.602118820879701,1.791759469228055,5,0.0,1,1,4
Bureau,497.5369,,0.0,0.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,3.0821024193578146,6.211677608728594,0.0,5,0.0,1,1,4
Appartement,156.0,,3.0,2.0,2.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.1542689253245033,5.056245805348308,1.3862943611198906,3,0.0,1,1,3
Appartement,70.0,,2.0,1.0,0.0,Bon État / Habitable,Nabeul,Autres,Hammemet Centre,36.45,10.73333,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,0,False,2.46080909820894,4.2626798770413155,1.0986122886681098,5,0.0,1,1,0
Villa,497.5369,,6.0,5.0,2.0,Bon État / Habitable,Ariana,Autres,Soukra,36.8624,10.19556,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1.1786549963416462,6.211677608728594,1.9459101490553132,3,0.0,1,0,4
Appartement,35.0,,1.0,1.0,0.0,Bon État / Habitable,Ariana,Autres,Autres,36.8624,10.19556,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,False,2.3978952727983707,3.58351893845611,0.6931471805599453,1,0.0,1,0,0
Appartement,150.0,,4.0,3.0,0.0,Bon État / Habitable,Tunis,Autres,La Marsa,36.80278,10.17972,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.662587827025453,5.017279836814924,1.6094379124341003,2,0.0,1,1,3
Appartement,150.0,,3.0,2.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.1918471524802814,5.017279836814924,1.3862943611198906,2,0.0,1,1,3
Villa,250.0,,5.0,4.0,2.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,0,False,2.70805020110221,5.5254529391317835,1.791759469228055,7,0.0,1,1,4
Villa,250.0,,4.0,3.0,0.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,2.4336133554004498,5.5254529391317835,1.6094379124341003,4,0.0,1,1,4
Appartement,220.0,,4.0,3.0,2.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,3.166625134524323,5.3981627015177525,1.6094379124341003,3,0.0,1,1,3
Appartement,73.0,,2.0,1.0,1.0,Bon État / Habitable,Tunis,Autres,Jardins De Carthage,36.80278,10.17972,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.0702804619098867,4.30406509320417,1.0986122886681098,3,0.0,1,1,0
Appartement,80.0,,3.0,2.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammemet Sud,36.45,10.73333,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,0,False,3.258096538021482,4.394449154672439,1.3862943611198906,9,0.0,1,1,0
Appartement,158.0,,4.0,3.0,1.0,Bon État / Habitable,Ariana,Autres,Soukra,36.8624,10.19556,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.4093370452181557,5.0689042022202315,1.6094379124341003,3,0.0,1,0,3
Appartement,100.0,,3.0,2.0,0.0,Bon État / Habitable,Nabeul,Autres,Hammemet Centre,36.45,10.73333,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.5649493574615367,4.61512051684126,1.3862943611198906,3,0.0,1,1,1
Appartement,80.0,,3.0,2.0,1.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.9831534913471307,4.394449154672439,1.3862943611198906,2,0.0,1,1,0
Appartement,150.0,,3.0,2.0,1.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.270835563798912,5.017279836814924,1.3862943611198906,3,0.0,1,1,3
Appartement,190.0,,4.0,3.0,1.0,Bon État / Habitable,Tunis,Autres,Jardins De Carthage,36.80278,10.17972,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.6686891272216298,5.25227342804663,1.6094379124341003,2,0.0,1,1,3
Duplex,290.0,,5.0,4.0,2.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,2.516026558501805,5.673323267171493,1.791759469228055,4,0.0,1,1,4
Duplex,200.0,,6.0,5.0,2.0,Bon État / Habitable,Tunis,Autres,La Marsa,36.80278,10.17972,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0,False,2.917770732084279,5.303304908059076,1.9459101490553132,5,0.0,1,1,3
Appartement,50.0,,2.0,1.0,0.0,Bon État / Habitable,Ariana,Autres,Autres,36.8624,10.19556,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.833213344056216,3.9318256327243257,1.0986122886681098,1,0.0,1,0,0
Appartement,120.0,,3.0,2.0,1.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.4067375620377707,4.795790545596741,1.3862943611198906,3,0.0,1,1,2
Appartement,200.0,,5.0,4.0,2.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,2.917770732084279,5.303304908059076,1.791759469228055,4,0.0,1,1,3
Duplex,170.0,,4.0,3.0,2.0,Bon État / Habitable,Tunis,Autres,Gammarth,36.80278,10.17972,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,0,False,3.1998728777425853,5.14166355650266,1.6094379124341003,5,0.0,1,1,3
Bureau,300.0,,0.0,0.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.4067375620377707,5.707110264748875,0.0,4,0.0,1,1,4
Appartement,200.0,,4.0,3.0,0.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,False,2.3513752571634776,5.303304908059076,1.6094379124341003,4,0.0,1,1,3
Appartement,115.0,,3.0,2.0,1.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.1047816292416197,4.7535901911063645,1.3862943611198906,3,0.0,1,1,1
Bureau,110.0,,1.0,2.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.8802193864321466,4.709530201312334,0.6931471805599453,0,0.0,1,1,1
Villa,210.0,,5.0,4.0,1.0,Bon État / Habitable,Tunis,Autres,Gammarth,36.80278,10.17972,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,2.7269186854065928,5.351858133476067,1.791759469228055,3,0.0,1,1,3
Appartement,120.0,,4.0,3.0,2.0,Bon État / Habitable,Tunis,Autres,La Marsa,36.80278,10.17972,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.8716796248840124,4.795790545596741,1.6094379124341003,2,0.0,1,1,2
Appartement,75.0,,4.0,3.0,1.0,Bon État / Habitable,Ariana,Autres,Soukra,36.8624,10.19556,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.1918471524802814,4.330733340286331,1.6094379124341003,3,0.0,1,0,0
Local_Commercial,66.0,,0.0,0.0,0.0,Bon État / Habitable,Tunis,Autres,La Marsa,36.80278,10.17972,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.6176458486990355,4.204692619390966,0.0,2,0.0,1,1,0
Appartement,130.0,,4.0,3.0,1.0,Bon État / Habitable,Ariana,Autres,Autres,36.8624,10.19556,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.7482566215802504,4.875197323201151,1.6094379124341003,3,0.0,1,0,2
Appartement,70.0,,2.0,1.0,1.0,Bon État / Habitable,Tunis,Autres,La Marsa,36.80278,10.17972,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.1103356562929947,4.2626798770413155,1.0986122886681098,2,0.0,1,1,0
Villa,150.0,,4.0,2.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.268683541318364,5.017279836814924,1.6094379124341003,2,0.0,1,1,3
Maison,150.0,,4.0,3.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,2.3978952727983707,5.017279836814924,1.6094379124341003,4,0.0,1,1,3
Villa,200.0,,4.0,3.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammemet Centre,36.45,10.73333,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.3978952727983707,5.303304908059076,1.6094379124341003,3,0.0,1,1,3
Appartement,150.0,,3.0,2.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.120263536200091,5.017279836814924,1.3862943611198906,2,0.0,1,1,3
Appartement,120.0,,3.0,2.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.1918471524802814,4.795790545596741,1.3862943611198906,4,0.0,1,1,2
Duplex,180.0,,4.0,3.0,1.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.120895416507997,5.198497031265826,1.6094379124341003,2,0.0,1,1,3
Local_Commercial,100.0,,6.0,5.0,0.0,Bon État / Habitable,Ben Arous,Autres,Autres,36.75333,10.2222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.044522437723423,4.61512051684126,1.9459101490553132,0,0.0,1,1,1
Bureau,497.5369,,0.0,0.0,0.0,Bon État / Habitable,Ben Arous,Autres,Autres,36.75333,10.2222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.1972245773362196,6.211677608728594,0.0,0,0.0,1,1,4
Villa,120.0,,4.0,2.0,0.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,0,False,3.044522437723423,4.795790545596741,1.6094379124341003,6,0.0,1,1,2
Villa,497.5369,,6.0,2.0,2.0,Bon État / Habitable,Nabeul,Autres,Hammamet Nord,36.45,10.73333,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,0,False,2.325399770760217,6.211677608728594,1.9459101490553132,8,0.0,1,1,4
Appartement,55.0,,2.0,1.0,0.0,Bon État / Habitable,Ariana,Autres,Autres,36.8624,10.19556,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,2.592537313980366,4.02535169073515,1.0986122886681098,3,0.0,1,0,0
Appartement,50.0,,2.0,1.0,0.0,Bon État / Habitable,Ariana,Autres,Autres,36.8624,10.19556,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.8094026953624978,3.9318256327243257,1.0986122886681098,2,0.0,1,0,0
Appartement,200.0,,5.0,4.0,3.0,Bon État / Habitable,Tunis,Autres,Gammarth,36.80278,10.17972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.917770732084279,5.303304908059076,1.791759469228055,0,0.0,1,1,3
Appartement,62.0,,1.0,1.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0,False,2.792549464802319,4.143134726391533,0.6931471805599453,6,0.0,1,1,0
Maison,80.0,,4.0,3.0,0.0,Bon État / Habitable,Nabeul,Autres,Hammemet Sud,36.45,10.73333,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0,False,3.6176458486990355,4.394449154672439,1.6094379124341003,5,0.0,1,1,0
Appartement,110.0,,3.0,2.0,1.0,Bon État / Habitable,Ben Arous,Autres,Autres,36.75333,10.2222,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,1.9965538818740682,4.709530201312334,1.3862943611198906,3,0.0,1,1,1
Appartement,150.0,,3.0,2.0,2.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.044522437723423,5.017279836814924,1.3862943611198906,0,0.0,1,1,3
Appartement,85.0,,3.0,2.0,0.0,Bon État / Habitable,Ben Arous,Autres,Autres,36.75333,10.2222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.1572192427225203,4.454347296253507,1.3862943611198906,0,0.0,1,1,0
Appartement,160.0,,5.0,4.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,0,False,3.5660053559634015,5.081404364984463,1.791759469228055,7,0.0,1,1,3
Local_Commercial,128.0,,0.0,0.0,0.0,Bon État / Habitable,Ben Arous,Autres,Autres,36.75333,10.2222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.146976949324337,4.859812404361672,0.0,0,0.0,1,1,2
Appartement,80.0,,2.0,1.0,0.0,Bon État / Habitable,Ariana,Autres,Autres,36.8624,10.19556,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,0,False,2.339399066116762,4.394449154672439,1.0986122886681098,5,0.0,1,0,0
Appartement,120.0,,3.0,2.0,0.0,Bon État / Habitable,Nabeul,Autres,Hammemet Sud,36.45,10.73333,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,False,2.8716796248840124,4.795790545596741,1.3862943611198906,4,0.0,1,1,2
Appartement,60.0,,3.0,2.0,1.0,Bon État / Habitable,Autres,Autres,Autres,35.68,10.1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,False,2.1400661634962708,4.110873864173311,1.3862943611198906,2,0.0,1,0,0
Bureau,257.0,,0.0,0.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.853155088051336,5.552959584921617,0.0,0,0.0,1,1,4
Villa,160.0,,4.0,2.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammemet Centre,36.45,10.73333,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,0,False,3.4735180432417816,5.081404364984463,1.6094379124341003,5,0.0,1,1,3
Appartement,70.0,,2.0,1.0,0.0,Bon État / Habitable,Ben Arous,Autres,Autres,36.75333,10.2222,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,2.575878427993727,4.2626798770413155,1.0986122886681098,4,0.0,1,1,0
Duplex,200.0,,4.0,3.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.1354942159291497,5.303304908059076,1.6094379124341003,0,0.0,1,1,3
Bureau,55.0,,0.0,0.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.6193845640165536,4.02535169073515,0.0,0,0.0,1,1,0
Maison,240.0,,4.0,3.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0,False,1.9810014688665833,5.484796933490655,1.6094379124341003,2,0.0,1,1,4
Bureau,200.0,,0.0,0.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,3.258096538021482,5.303304908059076,0.0,5,0.0,1,1,3
Appartement,180.0,,3.0,2.0,1.0,Bon État / Habitable,Nabeul,Autres,Hammemet Centre,36.45,10.73333,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.4709204078132605,5.198497031265826,1.3862943611198906,3,0.0,1,1,3
Appartement,118.0,,3.0,2.0,1.0,Bon État / Habitable,Tunis,Autres,Jardins De Carthage,36.80278,10.17972,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.274262425152057,4.77912349311153,1.3862943611198906,3,0.0,1,1,2
Appartement,74.0,,2.0,1.0,1.0,Bon État / Habitable,Ariana,Autres,Autres,36.8624,10.19556,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,0,False,2.9214163795781247,4.31748811353631,1.0986122886681098,8,0.0,1,0,0
Bureau,350.0,,0.0,0.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,2.816263785742443,5.860786223465865,0.0,3,0.0,1,1,4
Bureau,146.0,,0.0,0.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.438396382704152,4.990432586778736,0.0,0,0.0,1,1,3
Bureau,118.0,,0.0,0.0,0.0,Bon État / Habitable,Tunis,Autres,Autres,36.80278,10.17972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.4502565438157244,4.77912349311153,0.0,0,0.0,1,1,2
Maison,45.0,,6.0,5.0,0.0,Bon État / Habitable,Ben Arous,Autres,Autres,36.75333,10.2222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,3.39748680226562,3.828641396489095,1.9459101490553132,0,0.0,1,1,0
