bien.type,bien.superficie_totale,bien.superficie_habitable,bien.nombre_pieces,bien.nombre_chambres,bien.nombre_salles_bain,bien.etat_general,localisation.gouvernorat,localisation.delegation,localisation.ville,localisation.coordonnees.latitude,localisation.coordonnees.longitude,equipements.climatisation,equipements.chauffage,equipements.ascenseur,equipements.garage,equipements.cave,equipements.terrasse,equipements.balcon,equipements.jardin,equipements.piscine,equipements.cuisine_equipee,equipements.double_vitrage,equipements.interphone,equipements.videophone,equipements.alarme,equipements.gardiennage,equipements.dressing,equipements.cuisine_americaine,equipements.concierge,equipements.salle_de_sport,is_vente,label_conflict,prix_per_m2_log,log_superficie,log_nombre_pieces,nb_equipements,jours_depuis_publication,has_coordinates,coastal_premium,size_category
Appartement,180.0,180.0,3.0,2.0,2.0,Bon État / Habitable,Autres,Hammamet,Hammamet,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,7.655443252869934,5.198497031265826,1.3862943611198906,7,0.0,1,0,3
Appartement,70.0,70.0,2.0,1.0,1.0,Bon État / Habitable,Autres,Hammamet,Hammamet,36.45,10.59588,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1,False,8.363275817704324,4.2626798770413155,1.0986122886681098,4,0.0,1,0,0
Appartement,94.0,94.0,2.0,2.0,1.0,Jamais Habité / Rénové,Autres,Sousse,Sousse,36.45,10.59588,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,7.999585757827665,4.553876891600541,1.0986122886681098,3,0.0,1,0,1
Appartement,108.0,108.0,3.0,2.0,2.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,7.978539489064328,4.6913478822291435,1.3862943611198906,7,0.0,1,1,1
Appartement,250.0,250.0,3.0,2.0,1.0,Bon État / Habitable,Autres,Kélibia,Kélibia,36.45,10.59588,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,6.947937068614969,5.5254529391317835,1.3862943611198906,1,0.0,1,0,4
Appartement,175.0,175.0,4.0,3.0,2.0,Bon État / Habitable,Autres,Ariana,Ariana,36.45,10.59588,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,7.734871256491385,5.170483995038151,1.6094379124341003,6,0.0,1,0,3
Appartement,165.0,165.0,1.0,3.0,1.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,1,False,7.865978661097349,5.111987788356544,0.6931471805599453,7,0.0,1,1,3
Appartement,230.0,230.0,4.0,3.0,4.0,Bon État / Habitable,Tunis,Autres,Autres,36.45,10.59588,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1,False,8.987321812850125,5.442417710521793,1.6094379124341003,4,0.0,1,1,4
Appartement,100.0,100.0,2.0,2.0,1.0,Bon État / Habitable,Autres,Kélibia,Kélibia,36.45,10.59588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,7.496097345175956,4.61512051684126,1.0986122886681098,0,0.0,1,0,1
Appartement,85.0,85.0,2.0,2.0,1.0,Bon État / Habitable,Autres,Kélibia,Kélibia,36.45,10.59588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,7.601402334583733,4.454347296253507,1.0986122886681098,0,0.0,1,0,0
Appartement,50.0,50.0,1.0,1.0,1.0,Bon État / Habitable,Autres,La Soukra,La Soukra,36.45,10.59588,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,8.548885638148727,3.9318256327243257,0.6931471805599453,2,0.0,1,0,0
Appartement,93.0,93.0,3.0,2.0,1.0,Jamais Habité / Rénové,Autres,Hammam El Ghezaz,Hammam El Ghezaz,36.45,10.59588,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,7.717934914897752,4.543294782270004,1.3862943611198906,3,0.0,1,0,1
Appartement,130.0,130.0,2.0,2.0,2.0,Bon État / Habitable,Sousse,Hammam Sousse,Hammam Sousse,36.45,10.59588,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,8.080785015720881,4.875197323201151,1.0986122886681098,4,0.0,1,1,2
Appartement,152.0,152.0,4.0,2.0,1.0,Bon État / Habitable,Autres,Autres,Autres,36.45,10.59588,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,6.480528784355612,5.030437921392435,1.6094379124341003,1,0.0,1,0,3
Appartement,196.0,196.0,4.0,3.0,2.0,Bon État / Habitable,Autres,Ariana,Ariana,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,7.963268322297504,5.2832037287379885,1.6094379124341003,7,0.0,1,0,3
Appartement,64.0,64.0,3.0,1.0,1.0,Bon État / Habitable,Autres,Hammamet,Hammamet,36.45,10.59588,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1,False,8.436064477584763,4.174387269895637,1.3862943611198906,3,0.0,1,0,0
Appartement,108.0,108.0,2.0,2.0,2.0,Jamais Habité / Rénové,Autres,La Soukra,La Soukra,36.45,10.59588,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1,False,8.38916619846933,4.6913478822291435,1.0986122886681098,5,0.0,1,0,1
Appartement,114.0,114.0,3.0,3.0,2.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,7.9084968024018245,4.74493212836325,1.3862943611198906,7,0.0,1,1,1
Appartement,210.0,210.0,4.0,3.0,2.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,8.306131126058554,5.351858133476067,1.6094379124341003,6,0.0,1,1,3
Appartement,120.0,120.0,3.0,2.0,2.0,Bon État / Habitable,Autres,Tunis,Tunis,36.45,10.59588,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,7.700446089878344,4.795790545596741,1.3862943611198906,5,0.0,1,0,2
Appartement,165.0,165.0,4.0,3.0,3.0,Bon État / Habitable,Autres,Tunis,Tunis,36.45,10.59588,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.016747849065725,5.111987788356544,1.6094379124341003,6,0.0,1,0,3
Appartement,103.0,103.0,4.0,3.0,1.0,Bon État / Habitable,Autres,Tunis,Tunis,36.45,10.59588,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,8.04166910975563,4.6443908991413725,1.6094379124341003,6,0.0,1,0,1
Appartement,53.0,53.0,2.0,1.0,1.0,Bon État / Habitable,Autres,Tunis,Tunis,36.45,10.59588,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.33133179185935,3.9889840465642745,1.0986122886681098,6,0.0,1,0,0
Appartement,44.0,44.0,2.0,1.0,1.0,Jamais Habité / Rénové,Autres,Tunis,Tunis,36.45,10.59588,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.370821269361466,3.8066624897703196,1.0986122886681098,5,0.0,1,0,0
Appartement,86.0,86.0,3.0,2.0,2.0,Bon État / Habitable,Autres,Nabeul,Nabeul,36.45,10.59588,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,7.891861134807241,4.465908118654584,1.3862943611198906,3,0.0,1,0,1
Appartement,150.0,150.0,5.0,4.0,2.0,Bon État / Habitable,Autres,Nabeul,Nabeul,36.45,10.59588,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,7.438971592395862,5.017279836814924,1.791759469228055,4,0.0,1,0,3
Appartement,110.0,110.0,3.0,2.0,1.0,Bon État / Habitable,Autres,Nabeul,Nabeul,36.45,10.59588,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,7.37268926107353,4.709530201312334,1.3862943611198906,2,0.0,1,0,1
Appartement,153.0,153.0,7.0,4.0,2.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,1,False,8.240609219446332,5.0369526024136295,2.0794415416798357,8,0.0,1,1,3
Appartement,80.0,80.0,2.0,1.0,1.0,Jamais Habité / Rénové,Autres,Kélibia,Kélibia,36.45,10.59588,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,7.661997558901893,4.394449154672439,1.0986122886681098,1,0.0,1,0,0
Appartement,218.0,218.0,3.0,3.0,1.0,Jamais Habité / Rénové,Tunis,La Marsa,La Marsa,36.45,10.59588,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,8.613518702136416,5.389071729816501,1.3862943611198906,4,0.0,1,1,3
Appartement,141.0,141.0,4.0,3.0,2.0,Bon État / Habitable,Autres,Ariana,Ariana,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,7.950812373598422,4.955827057601261,1.6094379124341003,6,0.0,1,0,2
Appartement,60.0,60.0,1.0,1.0,1.0,Bon État / Habitable,Autres,Sousse,Sousse,36.45,10.59588,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,8.207310953201803,4.110873864173311,0.6931471805599453,1,0.0,1,0,0
Appartement,100.0,100.0,4.0,3.0,2.0,Bon État / Habitable,Autres,Le Bardo,Le Bardo,36.45,10.59588,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.003363058629947,4.61512051684126,1.6094379124341003,6,0.0,1,0,1
Appartement,191.0,191.0,4.0,3.0,3.0,Bon État / Habitable,Autres,La Soukra,La Soukra,36.45,10.59588,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,1,False,8.315020612437811,5.2574953720277815,1.6094379124341003,7,0.0,1,0,3
Appartement,160.0,160.0,3.0,2.0,2.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.124446855715847,5.081404364984463,1.3862943611198906,5,0.0,1,1,3
Appartement,100.0,100.0,3.0,2.0,2.0,Jamais Habité / Rénové,Autres,Tunis,Tunis,36.45,10.59588,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,7.796057974316123,4.61512051684126,1.3862943611198906,3,0.0,1,0,1
Appartement,100.0,100.0,3.0,2.0,1.0,Bon État / Habitable,Autres,Tunis,Tunis,36.45,10.59588,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,7.979681302387741,4.61512051684126,1.3862943611198906,4,0.0,1,0,1
Appartement,130.0,130.0,3.0,2.0,1.0,Bon État / Habitable,Autres,Monastir,Monastir,36.45,10.59588,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,7.3638647530206,4.875197323201151,1.3862943611198906,1,0.0,1,0,2
Appartement,120.0,120.0,2.0,2.0,1.0,Bon État / Habitable,Autres,Autres,Autres,36.45,10.59588,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,7.807645589488511,4.795790545596741,1.0986122886681098,3,0.0,1,0,2
Appartement,100.0,100.0,3.0,3.0,2.0,Bon État / Habitable,Autres,Sousse,Sousse,36.45,10.59588,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,8.131824785007195,4.61512051684126,1.3862943611198906,1,0.0,1,0,1
Appartement,90.0,90.0,5.0,2.0,1.0,Bon État / Habitable,Autres,Nabeul,Nabeul,36.45,10.59588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,7.929766461729666,4.51085950651685,1.791759469228055,0,0.0,1,0,1
Appartement,150.0,150.0,4.0,3.0,1.0,Bon État / Habitable,Autres,Hammamet,Hammamet,36.45,10.59588,True,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,1,False,8.006700845440367,5.017279836814924,1.6094379124341003,8,0.0,1,0,3
Appartement,136.0,136.0,4.0,3.0,2.0,Bon État / Habitable,Autres,Tunis,Tunis,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.998289480753838,4.919980925828125,1.6094379124341003,7,0.0,1,0,2
Appartement,240.0,240.0,4.0,3.0,4.0,Jamais Habité / Rénové,Autres,Hammamet,Hammamet,36.45,10.59588,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,1,False,8.33511160582689,5.484796933490655,1.6094379124341003,4,0.0,1,0,4
Appartement,120.0,120.0,4.0,3.0,2.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,1,False,8.195885391314796,4.795790545596741,1.6094379124341003,7,0.0,1,1,2
Appartement,198.0,198.0,4.0,3.0,1.0,Bon État / Habitable,Tunis,Autres,Autres,36.45,10.59588,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1,False,7.218643271861805,5.293304824724492,1.6094379124341003,3,0.0,1,1,3
Appartement,85.0,85.0,3.0,2.0,1.0,Bon État / Habitable,Autres,Le Bardo,Le Bardo,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,7.8815821311339604,4.454347296253507,1.3862943611198906,7,0.0,1,0,0
Appartement,118.0,118.0,3.0,2.0,2.0,Jamais Habité / Rénové,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.500302185640006,4.77912349311153,1.3862943611198906,7,0.0,1,1,2
Appartement,110.0,110.0,3.0,2.0,1.0,Bon État / Habitable,Autres,Sousse,Sousse,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,7.867140330779465,4.709530201312334,1.3862943611198906,7,0.0,1,0,1
Appartement,274.0,274.0,3.0,10.0,4.0,Bon État / Habitable,Tunis,Autres,Autres,36.45,10.59588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,8.384932315639404,5.616771097666572,1.3862943611198906,0,0.0,1,1,4
Appartement,49.0,49.0,2.0,1.0,1.0,Jamais Habité / Rénové,Autres,Tunis,Tunis,36.45,10.59588,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.865400961223763,3.912023005428146,1.0986122886681098,6,0.0,1,0,0
Appartement,96.0,96.0,3.0,2.0,1.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,1,False,8.383890344101816,4.574710978503383,1.3862943611198906,5,0.0,1,1,1
Appartement,230.0,230.0,5.0,4.0,3.0,Jamais Habité / Rénové,Autres,Ariana,Ariana,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,7.8997663470484945,5.442417710521793,1.791759469228055,7,0.0,1,0,4
Appartement,55.0,55.0,2.0,1.0,1.0,Bon État / Habitable,Autres,Kélibia,Kélibia,36.45,10.59588,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,8.006700845440367,4.02535169073515,1.0986122886681098,2,0.0,1,0,0
Appartement,140.0,140.0,4.0,3.0,2.0,Bon État / Habitable,Autres,Ariana,Ariana,36.45,10.59588,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.129722353823208,4.948759890378168,1.6094379124341003,5,0.0,1,0,2
Appartement,72.0,72.0,2.0,1.0,1.0,Bon État / Habitable,Autres,La Soukra,La Soukra,36.45,10.59588,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.226068161746475,4.290459441148391,1.0986122886681098,6,0.0,1,0,0
Appartement,133.0,133.0,3.0,2.0,2.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,8.439244655348645,4.897839799950911,1.3862943611198906,6,0.0,1,1,2
Appartement,400.0,400.0,5.0,3.0,3.0,Bon État / Habitable,Autres,Ariana,Ariana,36.45,10.59588,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1,False,7.424165281042028,5.993961427306569,1.791759469228055,5,0.0,1,0,4
Appartement,99.0,99.0,4.0,3.0,1.0,Bon État / Habitable,Autres,La Soukra,La Soukra,36.45,10.59588,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,7.549603848819294,4.605170185988092,1.6094379124341003,5,0.0,1,0,1
Appartement,97.0,97.0,3.0,2.0,1.0,Bon État / Habitable,Autres,Nabeul,Nabeul,36.45,10.59588,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,1,False,8.191254559422369,4.584967478670572,1.3862943611198906,7,0.0,1,0,1
Appartement,85.0,85.0,2.0,2.0,1.0,Bon État / Habitable,Autres,Hammam El Ghezaz,Hammam El Ghezaz,36.45,10.59588,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,7.64736498689354,4.454347296253507,1.0986122886681098,1,0.0,1,0,0
Appartement,107.0,107.0,2.0,2.0,1.0,Bon État / Habitable,Ben Arous,Autres,Autres,36.45,10.59588,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,7.67347086265467,4.68213122712422,1.0986122886681098,1,0.0,1,1,1
Appartement,136.0,136.0,3.0,2.0,2.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.44103606235031,4.919980925828125,1.3862943611198906,7,0.0,1,1,2
Appartement,200.0,200.0,4.0,3.0,2.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,1,False,7.955425088912672,5.303304908059076,1.6094379124341003,6,0.0,1,1,3
Appartement,226.0,226.0,5.0,4.0,2.0,Bon État / Habitable,Autres,Tunis,Tunis,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,7.651010760066255,5.424950017481403,1.791759469228055,7,0.0,1,0,3
Appartement,185.0,185.0,4.0,3.0,3.0,Jamais Habité / Rénové,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.511974190688148,5.225746673713202,1.6094379124341003,7,0.0,1,1,3
Appartement,71.0,71.0,2.0,1.0,1.0,Jamais Habité / Rénové,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.661405717378562,4.276666119016055,1.0986122886681098,7,0.0,1,1,0
Appartement,228.0,228.0,4.0,3.0,3.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.157038516017764,5.43372200355424,1.6094379124341003,7,0.0,1,1,3
Appartement,136.0,136.0,4.0,3.0,2.0,Bon État / Habitable,Autres,Autres,Autres,36.45,10.59588,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,7.853422043683789,4.919980925828125,1.6094379124341003,6,0.0,1,0,2
Appartement,117.0,117.0,3.0,2.0,1.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,8.340225482296923,4.770684624465665,1.3862943611198906,6,0.0,1,1,2
Appartement,129.0,129.0,4.0,3.0,2.0,Jamais Habité / Rénové,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,8.252761209297901,4.867534450455582,1.6094379124341003,6,0.0,1,1,2
Appartement,132.0,132.0,3.0,2.0,2.0,Bon État / Habitable,Autres,La Soukra,La Soukra,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.029166296325915,4.890349128221754,1.3862943611198906,7,0.0,1,0,2
Appartement,156.0,156.0,5.0,3.0,2.0,Bon État / Habitable,Autres,Tunis,Tunis,36.45,10.59588,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,7.798480966525948,5.056245805348308,1.791759469228055,5,0.0,1,0,3
Appartement,62.0,62.0,3.0,2.0,1.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,8.609748847864152,4.143134726391533,1.3862943611198906,3,0.0,1,1,0
Appartement,95.0,95.0,3.0,2.0,2.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1,False,8.717070270612883,4.564348191467836,1.3862943611198906,5,0.0,1,1,1
Appartement,96.0,96.0,3.0,2.0,2.0,Bon État / Habitable,Autres,Le Bardo,Le Bardo,36.45,10.59588,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,7.616898832626681,4.574710978503383,1.3862943611198906,5,0.0,1,0,1
Appartement,110.0,110.0,4.0,3.0,1.0,À Rénover,Autres,Hammamet,Hammamet,36.45,10.59588,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,1,False,8.131824785007195,4.709530201312334,1.6094379124341003,2,0.0,1,0,1
Appartement,90.0,90.0,3.0,2.0,2.0,Bon État / Habitable,Autres,Hammamet,Hammamet,36.45,10.59588,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,1,False,8.294299608857235,4.51085950651685,1.3862943611198906,5,0.0,1,0,1
Appartement,180.0,180.0,4.0,3.0,2.0,Bon État / Habitable,Autres,Hammamet,Hammamet,36.45,10.59588,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,1,False,8.176547814902277,5.198497031265826,1.6094379124341003,6,0.0,1,0,3
Appartement,130.0,130.0,4.0,3.0,2.0,Bon État / Habitable,Autres,Autres,Autres,36.45,10.59588,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1,False,8.547692551940957,4.875197323201151,1.6094379124341003,7,0.0,1,0,2
Appartement,76.0,76.0,2.0,1.0,1.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,False,8.617457585984265,4.343805421853684,1.0986122886681098,6,0.0,1,1,0
Appartement,52.0,52.0,2.0,1.0,1.0,Jamais Habité / Rénové,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.70288087132741,3.970291913552122,1.0986122886681098,7,0.0,1,1,0
Appartement,510.51079999999996,713.0,1.0,3.0,2.0,À Rénover,Autres,El Mourouj,El Mourouj,36.45,10.59588,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,False,7.195486087974184,6.237368699538277,0.6931471805599453,2,0.0,1,0,4
Appartement,57.0,57.0,1.0,1.0,1.0,Bon État / Habitable,Autres,Nabeul,Nabeul,36.45,10.59588,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,1,False,8.517393171418904,4.060443010546419,0.6931471805599453,7,0.0,1,0,0
Appartement,147.0,147.0,3.0,3.0,2.0,Jamais Habité / Rénové,Autres,Nabeul,Nabeul,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,8.026896888290494,4.997212273764115,1.3862943611198906,6,0.0,1,0,3
Appartement,76.0,76.0,3.0,1.0,1.0,Jamais Habité / Rénové,Sousse,Hergla,Hergla,36.45,10.59588,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,1,False,8.019768599436548,4.343805421853684,1.3862943611198906,9,0.0,1,1,0
Appartement,100.0,100.0,3.0,3.0,1.0,Bon État / Habitable,Autres,Ariana,Ariana,36.45,10.59588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,7.155396301896734,4.61512051684126,1.3862943611198906,0,0.0,1,0,1
Appartement,60.0,60.0,2.0,1.0,1.0,Bon État / Habitable,Autres,Tunis,Tunis,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.753739851753249,4.110873864173311,1.0986122886681098,7,0.0,1,0,0
Appartement,55.0,55.0,3.0,2.0,1.0,Bon État / Habitable,Autres,Tunis,Tunis,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,9.07242860585776,4.02535169073515,1.3862943611198906,7,0.0,1,0,0
Appartement,230.0,230.0,4.0,3.0,2.0,Jamais Habité / Rénové,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,7.947002116513684,5.442417710521793,1.6094379124341003,7,0.0,1,1,4
Appartement,59.0,59.0,3.0,2.0,2.0,Bon État / Habitable,Autres,Tunis,Tunis,36.45,10.59588,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,9.07242860585776,4.0943445622221,1.3862943611198906,7,0.0,1,0,0
Appartement,103.0,103.0,3.0,2.0,1.0,Bon État / Habitable,Autres,La Soukra,La Soukra,36.45,10.59588,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,False,8.159416392391789,4.6443908991413725,1.3862943611198906,5,0.0,1,0,1
Appartement,56.0,56.0,2.0,1.0,1.0,Bon État / Habitable,Autres,Autres,Autres,36.45,10.59588,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,8.129722353823208,4.04305126783455,1.0986122886681098,2,0.0,1,0,0
Appartement,124.0,124.0,5.0,3.0,2.0,Bon État / Habitable,Autres,Tunis,Tunis,36.45,10.59588,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.43332759440611,4.8283137373023015,1.791759469228055,6,0.0,1,0,2
Appartement,180.0,180.0,4.0,3.0,3.0,Bon État / Habitable,Tunis,La Marsa,La Marsa,36.45,10.59588,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,1,False,8.597420497435067,5.198497031265826,1.6094379124341003,6,0.0,1,1,3
Appartement,130.0,130.0,3.0,2.0,1.0,Bon État / Habitable,Autres,Tunis,Tunis,36.45,10.59588,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,7.86954872599968,4.875197323201151,1.3862943611198906,4,0.0,1,0,2
Appartement,130.0,130.0,4.0,3.0,2.0,Jamais Habité / Rénové,Tunis,La Marsa,La Marsa,36.45,10.59588,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,False,8.34124512685563,4.875197323201151,1.6094379124341003,6,0.0,1,1,2
